Rank,Game,Month,Year,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
138,The Ball,10,2016,208863,91 hours,28248,10,24,281,0,2295.2
139,Gwent: The Witcher Card Game,10,2016,208776,3981 hours,7112,73,743,280,5,52.44
140,Chess,10,2016,204183,2879 hours,29856,14,320,274,3,70.92
141,Virtual Reality,10,2016,203062,2034 hours,29282,11,326,273,2,99.83
142,Vampire: The Masquerade - Bloodlines,10,2016,199827,1255 hours,11517,12,172,268,1,159.22
143,Mario Kart 8,10,2016,195118,3934 hours,10127,21,857,262,5,49.6
144,The Legend of Zelda: A Link to the Past,10,2016,192880,5122 hours,4571,31,649,259,6,37.66
145,Five Nights at Freddy's: Sister Location,10,2016,191520,4976 hours,20375,100,1931,257,6,38.49
146,Pok<U+00E9>mon GO,10,2016,189321,1527 hours,8099,10,434,254,2,123.98
147,Through the Woods,10,2016,187158,839 hours,35636,47,314,251,1,223.07
148,Dead Space 3,10,2016,185704,2581 hours,9982,30,526,249,3,71.95
149,The Walking Dead: Season One,10,2016,183771,4397 hours,8842,25,1169,247,5,41.79
150,Paper Mario: Color Splash,10,2016,183224,6036 hours,2876,61,623,246,8,30.36
151,Golf With Your Friends,10,2016,182538,5246 hours,6342,39,2261,245,7,34.8
152,Super Mario Sunshine,10,2016,178071,3178 hours,4633,14,420,239,4,56.03
153,Mass Effect,10,2016,177864,3208 hours,12487,16,612,239,4,55.44
154,Microsoft Flight Simulator X,10,2016,177671,14387 hours,2382,73,1158,239,19,12.35
155,Dead Rising,10,2016,176703,3289 hours,14057,21,703,237,4,53.73
156,Roblox,10,2016,174891,27216 hours,4189,100,8676,235,36,6.43
157,The Legend of Zelda: Majora's Mask,10,2016,174766,3377 hours,1782,17,336,235,4,51.75
158,Left 4 Dead 2,10,2016,174250,12165 hours,9944,57,3509,234,16,14.32
159,Farming Simulator 15,10,2016,172814,18847 hours,2224,79,2634,232,25,9.17
160,PAYDAY 2,10,2016,170528,24697 hours,6271,93,5311,229,33,6.9
161,Silent Hill,10,2016,170483,1298 hours,12977,11,269,229,1,131.34
162,Demon's Souls,10,2016,167341,1341 hours,5166,9,122,225,1,124.79
163,Age of Empires II,10,2016,166279,3883 hours,2369,17,274,223,5,42.82
164,Osiris: New Dawn,10,2016,165120,7068 hours,23497,60,1668,222,9,23.36
165,Call of Duty: Black Ops II,10,2016,162316,18526 hours,1913,61,3215,218,24,8.76
166,Tekken 7: Fated Retribution,10,2016,162308,722 hours,10604,6,37,218,0,224.8
167,Resident Evil: Code Veronica X HD,10,2016,161371,569 hours,10981,6,103,217,0,283.6
168,Rise of the Tomb Raider,10,2016,160815,36788 hours,7980,237,6871,216,49,4.37
169,Heroes of Newerth,10,2016,157110,6849 hours,1381,25,492,211,9,22.94
170,MapleStory,10,2016,156278,11619 hours,703,36,1005,210,15,13.45
171,Condemned: Criminal Origins,10,2016,156162,723 hours,9644,8,190,210,0,215.99
172,Resident Evil 4,10,2016,151595,15560 hours,2165,62,3062,204,20,9.74
173,The Long Dark,10,2016,149388,4778 hours,5380,21,822,201,6,31.27
174,XCOM 2,10,2016,148560,17852 hours,1816,92,2580,199,24,8.32
175,The King of Fighters XIV,10,2016,146405,2422 hours,17988,14,555,197,3,60.45
176,Don't Starve Together,10,2016,145229,12062 hours,4380,43,2465,195,16,12.04
177,Silent Hill 3,10,2016,144668,1023 hours,14487,14,160,194,1,141.42
178,Mafia II,10,2016,143756,5050 hours,7749,45,1139,193,6,28.47
179,Final Fantasy VII,10,2016,143584,5855 hours,1631,23,924,193,7,24.52
180,Resident Evil,10,2016,143542,4113 hours,9577,31,1047,193,5,34.9
181,LEGO The Lord of the Rings,10,2016,143126,197 hours,20249,5,41,192,0,726.53
182,Stone Age,10,2016,139948,2599 hours,1168,13,77,188,3,53.85
183,I Wanna Be The Guy,10,2016,138239,3853 hours,4456,17,286,186,5,35.88
184,War Thunder,10,2016,138144,20210 hours,2400,74,3125,185,27,6.84
185,Borderlands 2,10,2016,135641,17876 hours,1783,113,3839,182,24,7.59
186,Rock Band 4,10,2016,135321,10750 hours,3349,64,1963,182,14,12.59
187,The Bunker,10,2016,134875,731 hours,34586,11,313,181,0,184.51
188,Super Metroid,10,2016,133738,3962 hours,1880,24,374,179,5,33.76
189,The Sims 4,10,2016,132850,9435 hours,2228,33,1893,178,12,14.08
190,Elite: Dangerous,10,2016,132618,16688 hours,735,70,1772,178,22,7.95
191,Heroes of Might and Magic III: The Shadow of Death,10,2016,132579,3289 hours,1189,14,193,178,4,40.31
192,Revelation,10,2016,132028,6990 hours,3285,176,855,177,9,18.89
193,Terraria,10,2016,131895,16997 hours,1121,52,3525,177,22,7.76
194,Guilty Gear Xrd: Revelator,10,2016,130008,3544 hours,8154,16,723,174,4,36.68
195,Harvester,10,2016,129452,288 hours,9041,5,51,174,0,449.49
196,Resident Evil 3: Nemesis,10,2016,128294,1479 hours,7493,9,232,172,1,86.74
197,NHL 17,10,2016,125853,9169 hours,2229,39,2817,169,12,13.73
198,Phantasmagoria,10,2016,124560,84 hours,16383,4,19,167,0,1482.86
199,Horror Stories,10,2016,124285,208 hours,29507,7,90,167,0,597.52
200,BlazBlue: Central Fiction,10,2016,124213,1876 hours,9669,16,1029,167,2,66.21
1,League of Legends,11,2016,76730765,1127714 hours,263539,2903,103085,106718,1568,68.04
2,Hearthstone,11,2016,41273855,181727 hours,331248,405,23170,57404,252,227.12
3,Dota 2,11,2016,33372697,296445 hours,173538,879,25369,46415,412,112.58
4,Counter-Strike: Global Offensive,11,2016,32928974,574651 hours,219844,1669,77914,45798,799,57.3
5,Overwatch,11,2016,20378464,676432 hours,247288,2089,105104,28342,940,30.13
6,World of Warcraft,11,2016,15045660,499425 hours,89235,1926,40077,20925,694,30.13
7,Z1: Battle Royale,11,2016,14572679,288916 hours,67772,651,26552,20267,401,50.44
8,FIFA 17,11,2016,8091939,150101 hours,78113,505,24943,11254,208,53.91
9,Talk Shows & Podcasts,11,2016,7632798,70422 hours,75991,203,13719,10615,97,108.39
10,Minecraft,11,2016,7606529,284458 hours,82474,943,47055,10579,395,26.74
11,Call of Duty: Infinite Warfare,11,2016,6383993,154653 hours,75932,958,46444,8878,215,41.28
12,Destiny,11,2016,6263862,1126457 hours,23631,4342,73505,8711,1566,5.56
13,RuneScape,11,2016,5808177,72157 hours,25677,170,6840,8078,100,80.49
14,Call of Duty: Modern Warfare Remastered,11,2016,5327026,106952 hours,74303,484,37998,7408,148,49.81
15,Arma 3,11,2016,5240017,87384 hours,45332,317,7467,7287,121,59.97
16,StarCraft II,11,2016,5000259,50884 hours,130773,135,4748,6954,70,98.27
17,Creative,11,2016,4929779,177141 hours,20777,404,20853,6856,246,27.83
18,Dead by Daylight,11,2016,4637237,124216 hours,22953,372,10247,6449,172,37.33
19,Battlefield 1,11,2016,4571455,396583 hours,41225,1297,70193,6358,551,11.53
20,World of Tanks,11,2016,4209451,114939 hours,45834,333,10411,5854,159,36.62
21,Heroes of the Storm,11,2016,4201429,111077 hours,86526,362,13519,5843,154,37.82
22,Pok<U+00E9>mon Sun/Moon,11,2016,4010497,39982 hours,27214,352,2792,5577,55,100.31
23,Tom Clancy's Rainbow Six Siege,11,2016,3810746,248170 hours,62002,929,41319,5300,345,15.36
24,Planet Coaster,11,2016,3600111,41844 hours,57195,218,5702,5007,58,86.04
25,Final Fantasy XV,11,2016,3332970,120488 hours,110368,3562,27428,4635,167,27.66
26,The Elder Scrolls V: Skyrim,11,2016,3233235,213593 hours,17233,680,27138,4496,297,15.14
27,Watch Dogs 2,11,2016,2790901,28484 hours,60009,220,12911,3881,39,97.98
28,SMITE,11,2016,2741914,105160 hours,25316,274,13774,3813,146,26.07
29,Tom Clancy's The Division,11,2016,2572068,149423 hours,36710,547,19819,3577,207,17.21
30,Poker,11,2016,2526541,32975 hours,18231,106,2161,3513,45,76.62
31,Dark Souls III,11,2016,2454908,95641 hours,19471,274,15075,3414,133,25.67
32,Dishonored 2,11,2016,2342500,49624 hours,86255,389,8480,3257,69,47.2
33,NBA 2K17,11,2016,2334192,163272 hours,39297,1778,28316,3246,227,14.3
34,Grand Theft Auto V,11,2016,1939768,245729 hours,26332,823,50966,2697,341,7.89
35,Magic: The Gathering,11,2016,1896089,11861 hours,21502,38,849,2637,16,159.86
36,Super Smash Bros. Melee,11,2016,1872113,11007 hours,54362,52,1836,2603,15,170.08
37,Street Fighter V,11,2016,1667673,24475 hours,46098,67,3735,2319,34,68.14
38,Rocket League,11,2016,1622268,114674 hours,14986,331,27591,2256,159,14.15
39,Clash Royale,11,2016,1618865,26792 hours,14063,86,4693,2251,37,60.42
40,Path of Exile,11,2016,1492804,40531 hours,9905,101,3306,2076,56,36.83
41,Super Mario Maker,11,2016,1318701,14344 hours,15468,44,1080,1834,19,91.93
42,Sid Meier's Civilization VI,11,2016,1296630,26737 hours,27866,131,3336,1803,37,48.5
43,DayZ,11,2016,1146376,47123 hours,5945,153,4303,1594,65,24.33
44,Rust,11,2016,1126799,50129 hours,26533,231,5686,1567,69,22.48
45,Farming Simulator 17,11,2016,1096137,76993 hours,6843,300,6891,1524,107,14.24
46,Titanfall 2,11,2016,1056160,51299 hours,12236,224,14840,1468,71,20.59
47,Music,11,2016,1030188,20539 hours,32009,59,3628,1432,28,50.16
48,Black Desert Online,11,2016,990170,43460 hours,5048,106,2914,1377,60,22.78
49,Chess,11,2016,962121,3453 hours,48490,17,395,1338,4,278.63
50,The Binding of Isaac: Afterbirth,11,2016,955862,19011 hours,7804,55,2667,1329,26,50.28
51,PLAYERUNKNOWN'S BATTLEGROUNDS,11,2016,858194,8909 hours,42520,232,1439,1193,12,96.33
52,Yakuza 0,11,2016,851161,1912 hours,19112,23,104,1183,2,445.17
53,ARK: Survival Evolved,11,2016,839356,52124 hours,14169,146,4316,1167,72,16.1
54,Warcraft III,11,2016,802697,16742 hours,9147,53,1050,1116,23,47.95
55,Retro,11,2016,785485,22414 hours,4838,59,1599,1092,31,35.04
56,Bloodborne,11,2016,775280,33890 hours,9175,94,5726,1078,47,22.88
57,Steep,11,2016,762201,14298 hours,32974,192,8730,1060,19,53.31
58,Halo 5: Guardians,11,2016,758729,45969 hours,9339,171,6608,1055,63,16.51
59,Gears of War 4,11,2016,748676,61843 hours,35497,237,10486,1041,86,12.11
60,Paragon,11,2016,738491,80675 hours,4404,410,7681,1027,112,9.15
61,Call of Duty: Black Ops III,11,2016,735685,211502 hours,12372,857,46525,1023,294,3.48
62,Diablo II: Lord of Destruction,11,2016,733239,14443 hours,7685,86,997,1019,20,50.77
63,Super Smash Bros. for Wii U,11,2016,733030,14120 hours,12547,87,1776,1019,19,51.91
64,Dungeons & Dragons,11,2016,721315,11510 hours,27699,92,1203,1003,16,62.67
65,My Summer Car,11,2016,644582,11098 hours,36292,53,1680,896,15,58.08
66,Pok<U+00E9>mon Omega Ruby/Alpha Sapphire,11,2016,638283,15254 hours,8896,71,1471,887,21,41.84
67,osu!,11,2016,629911,63132 hours,11841,180,12272,876,87,9.98
68,Penn & Teller's Smoke and Mirrors,11,2016,625164,183 hours,6745,3,13,869,0,3416.2
69,The Legend of Zelda: Ocarina of Time,11,2016,620001,9269 hours,6961,58,888,862,12,66.89
70,Lineage II: The Chaotic Throne - The 1st Throne: The Kamael,11,2016,593215,26963 hours,6962,101,1444,825,37,22
71,Heroes of Might and Magic III: The Shadow of Death,11,2016,580910,3103 hours,14949,16,224,807,4,187.21
72,Diablo III,11,2016,568632,61382 hours,9764,159,8076,790,85,9.26
73,Tibia,11,2016,564623,20166 hours,2588,62,1376,785,28,28
74,World of Final Fantasy,11,2016,561422,33074 hours,9423,149,3388,780,46,16.97
75,World of Warships,11,2016,551049,28219 hours,5623,78,2648,766,39,19.53
76,Shadowverse,11,2016,550943,16473 hours,25600,45,1871,766,22,33.45
77,Madden NFL 17,11,2016,547279,155927 hours,5553,618,22384,761,216,3.51
78,Paladins,11,2016,534196,53197 hours,31166,168,9216,742,73,10.04
79,Final Fantasy XIV: Heavensward,11,2016,506892,54148 hours,7784,310,6210,704,75,9.36
80,Battlerite,11,2016,503079,22196 hours,14304,79,3220,699,30,22.67
81,EVE Online,11,2016,487744,12451 hours,3340,47,1327,678,17,39.17
82,Summoners War: Sky Arena,11,2016,486627,11215 hours,3203,41,752,676,15,43.39
83,Warframe,11,2016,479147,55490 hours,12098,185,8144,666,77,8.63
84,Jackbox Party Packs,11,2016,478969,12319 hours,29702,91,2876,666,17,38.88
85,Social Eating,11,2016,467112,5616 hours,15551,23,2630,649,7,83.18
86,The Sims 4,11,2016,462928,13669 hours,13953,52,2372,643,19,33.87
87,7 Days to Die,11,2016,461632,64540 hours,3579,185,7934,642,89,7.15
88,Gwent: The Witcher Card Game,11,2016,437399,14694 hours,4934,66,2056,608,20,29.77
89,Garry's Mod,11,2016,430983,20575 hours,27338,92,4415,599,28,20.95
90,Dishonored,11,2016,422756,14202 hours,12707,73,3466,587,19,29.77
91,Stardew Valley,11,2016,413263,18631 hours,10882,58,2788,574,25,22.18
92,HITMAN,11,2016,412272,8770 hours,31942,46,2242,573,12,47.01
93,Casino Games,11,2016,409814,6473 hours,3695,25,398,569,9,63.31
94,Dragon Ball: Xenoverse 2,11,2016,407009,21870 hours,7849,112,8639,566,30,18.61
95,Blade & Soul,11,2016,401386,25028 hours,6092,68,1791,558,34,16.04
96,The Elder Scrolls Online,11,2016,378583,26758 hours,1673,108,5636,526,37,14.15
97,Mario Kart 8,11,2016,374837,4086 hours,14069,33,824,521,5,91.74
98,Call of Duty 4: Modern Warfare,11,2016,368013,12728 hours,24486,231,3334,511,17,28.91
99,Dark Souls,11,2016,361314,20934 hours,5597,66,2694,502,29,17.26
100,Vainglory,11,2016,361220,7597 hours,8877,25,609,502,10,47.55
101,Transport Fever,11,2016,355060,6367 hours,6818,58,565,493,8,55.77
102,Factorio,11,2016,354805,9639 hours,6354,36,1043,493,13,36.81
103,Super Mario 64,11,2016,342122,9152 hours,7933,36,1047,475,12,37.38
104,Fallout 4,11,2016,340782,77859 hours,3233,231,13705,473,108,4.38
105,Extra Life,11,2016,328678,26386 hours,10148,1010,1716,457,36,12.46
106,Mass Effect 2,11,2016,324863,8299 hours,12237,33,1106,451,11,39.14
107,Football Manager 2017,11,2016,302954,6618 hours,2967,32,492,421,9,45.78
108,M.U.G.E.N,11,2016,289438,1859 hours,854,5,43,402,2,155.7
109,Guild Wars 2,11,2016,288934,18867 hours,3851,84,2013,401,26,15.31
110,Tyranny,11,2016,275413,6105 hours,20863,97,880,383,8,45.11
111,Darkest Dungeon,11,2016,270109,9265 hours,8546,35,1473,375,12,29.15
112,Diablo,11,2016,264909,1180 hours,20637,9,172,368,1,224.5
113,Super Mario Sunshine,11,2016,254881,3688 hours,6143,16,412,354,5,69.11
114,The Witcher 3: Wild Hunt,11,2016,252245,32770 hours,4790,104,5560,350,45,7.7
115,Sword Art Online: Hollow Realization,11,2016,249381,19265 hours,6337,110,2148,346,26,12.94
116,Owlboy,11,2016,247530,4865 hours,24878,47,1015,344,6,50.88
117,Dark Souls II,11,2016,246322,3637 hours,4736,18,599,342,5,67.73
118,Europa Universalis IV,11,2016,243542,7024 hours,3010,34,572,338,9,34.67
119,Euro Truck Simulator 2,11,2016,237182,28765 hours,6662,136,3708,329,40,8.25
120,Bioshock Infinite,11,2016,236819,2858 hours,8854,19,666,329,3,82.86
121,Don't Starve Together,11,2016,236732,16868 hours,6021,61,2853,329,23,14.03
122,FTL: Faster Than Light,11,2016,229665,3057 hours,4136,15,650,319,4,75.13
123,Games + Demos,11,2016,229651,5190 hours,11821,26,1321,319,7,44.25
124,Tekken 7: Fated Retribution,11,2016,229532,730 hours,11910,5,30,319,1,314.43
125,Star Citizen,11,2016,228140,6476 hours,21687,37,758,317,9,35.23
126,DOOM,11,2016,216346,14529 hours,5134,60,4143,300,20,14.89
127,MapleStory,11,2016,215912,13993 hours,2283,41,1197,300,19,15.43
128,RimWorld,11,2016,210888,9692 hours,3361,32,1050,293,13,21.76
129,Team Fortress 2,11,2016,205898,15852 hours,2199,62,2927,286,22,12.99
130,Kartrider,11,2016,204432,2176 hours,5263,15,366,284,3,93.95
131,Final Fantasy VII,11,2016,203660,6528 hours,2390,24,850,283,9,31.2
132,Age of Empires II,11,2016,201024,4477 hours,2414,18,254,279,6,44.9
133,The Political Machine 2016,11,2016,195613,258 hours,53230,51,107,272,0,758.19
134,Kerbal Space Program,11,2016,184528,8628 hours,2600,34,1117,256,12,21.39
135,Outlast,11,2016,184351,14222 hours,6315,268,5083,256,19,12.96
136,Mortal Kombat X,11,2016,182956,13359 hours,5039,42,3309,254,18,13.7
137,Kantai Collection,11,2016,182508,15142 hours,3250,112,961,253,21,12.05
138,Killing Floor 2,11,2016,181489,20284 hours,5004,145,4653,252,28,8.95
139,Revelation Online,11,2016,178917,10149 hours,2919,93,1135,248,14,17.63
140,The Legend of Zelda: Majora's Mask,11,2016,178546,3222 hours,15846,21,353,248,4,55.41
141,Microsoft Flight Simulator X,11,2016,177712,13885 hours,2874,51,985,247,19,12.8
142,Tabletop Simulator,11,2016,177445,2314 hours,9828,17,714,246,3,76.68
143,The Legend of Zelda: A Link to the Past,11,2016,175977,5564 hours,6589,39,770,244,7,31.63
144,Heroes of Newerth,11,2016,169494,6557 hours,1047,24,467,235,9,25.85
145,Roblox,11,2016,161354,26648 hours,3865,111,7258,224,37,6.06
146,Dofus,11,2016,159518,7408 hours,2127,29,699,221,10,21.53
147,Just Dance 2017,11,2016,156940,981 hours,20849,9,266,218,1,159.98
148,The Evil Within,11,2016,155593,7828 hours,3591,66,1592,216,10,19.88
149,No Man's Sky,11,2016,153774,9768 hours,16822,164,2573,213,13,15.74
150,Cities: Skylines,11,2016,152568,6174 hours,10562,34,1310,212,8,24.71
151,Super Mario World,11,2016,149793,3902 hours,3450,25,694,208,5,38.39
152,Puzzle & Dragons,11,2016,148509,3368 hours,2360,13,301,206,4,44.09
153,The Culling,11,2016,148391,3289 hours,12395,16,541,206,4,45.12
154,Resident Evil 4,11,2016,147748,11995 hours,3963,67,2095,205,16,12.32
155,WWE 2K17,11,2016,146854,21723 hours,5894,72,3531,204,30,6.76
156,Rock Band 4,11,2016,145488,11314 hours,3246,50,1733,202,15,12.86
157,Gang Beasts,11,2016,143354,1408 hours,34035,13,662,199,1,101.81
158,Terraria,11,2016,143002,22131 hours,5825,85,4188,198,30,6.46
159,ARAYA,11,2016,142823,437 hours,28289,12,184,198,0,326.83
160,Miscreated,11,2016,141834,7977 hours,3272,37,1204,197,11,17.78
161,Borderlands 2,11,2016,140821,18871 hours,3373,79,3308,195,26,7.46
162,The Last of Us,11,2016,138279,22359 hours,2307,67,3852,192,31,6.18
163,Prime World,11,2016,134926,6019 hours,1020,22,265,187,8,22.42
164,Elite: Dangerous,11,2016,131088,15629 hours,2019,52,1570,182,21,8.39
165,Demon's Souls,11,2016,129817,1050 hours,6025,8,100,180,1,123.64
166,I Wanna Be The Guy,11,2016,129509,3608 hours,3691,18,224,180,5,35.89
167,Hello Neighbor,11,2016,129358,882 hours,14095,12,403,179,1,146.66
168,The Isle,11,2016,128704,1359 hours,15028,11,142,179,1,94.7
169,Metin2,11,2016,128634,5458 hours,6811,27,648,178,7,23.57
170,The Forest,11,2016,127406,10502 hours,28278,46,2237,177,14,12.13
171,Geometry Dash,11,2016,126085,12435 hours,1673,57,2038,175,17,10.14
172,Undertale,11,2016,126054,7614 hours,2995,38,1763,175,10,16.56
173,MXM,11,2016,125809,998 hours,26154,28,223,174,1,126.06
174,Star Wars: The Old Republic,11,2016,125255,13308 hours,1600,71,1271,174,18,9.41
175,Mass Effect,11,2016,124372,10222 hours,5892,52,1845,172,14,12.17
176,Super Metroid,11,2016,124259,3492 hours,1998,25,350,172,4,35.58
177,War Thunder,11,2016,123410,18161 hours,1251,63,2654,171,25,6.8
178,Golf With Your Friends,11,2016,123242,4056 hours,13509,31,1681,171,5,30.39
179,The Elder Scrolls: Legends,11,2016,123074,4131 hours,11141,16,395,171,5,29.79
180,Quiplash,11,2016,122599,2903 hours,13208,30,1214,170,4,42.23
181,Resident Evil,11,2016,122326,2312 hours,6647,18,1550,170,3,52.91
182,Alien: Isolation,11,2016,121289,7483 hours,2731,70,2008,168,10,16.21
183,Squad,11,2016,121175,8060 hours,27014,98,1599,168,11,15.03
184,Monstrum,11,2016,121150,489 hours,34095,9,177,168,0,247.75
185,Infestation: The New Z,11,2016,120572,8781 hours,24186,88,1603,167,12,13.73
186,Mass Effect 3,11,2016,119779,6865 hours,2355,44,1003,166,9,17.45
187,Resident Evil Zero,11,2016,119522,1454 hours,6841,11,319,166,2,82.2
188,Layers of Fear,11,2016,119164,3681 hours,13907,111,1271,165,5,32.37
189,Pok<U+00E9>mon FireRed/LeafGreen,11,2016,118240,2769 hours,5428,17,478,164,3,42.7
190,Animal Crossing: New Leaf,11,2016,117314,1399 hours,13805,16,160,163,1,83.86
191,PAYDAY 2,11,2016,114841,19125 hours,2243,66,3576,159,26,6
192,Forza Horizon 3,11,2016,114320,24969 hours,2576,86,5803,158,34,4.58
193,Mafia III,11,2016,113676,20179 hours,5078,71,4386,158,28,5.63
194,Twitch Plays,11,2016,112376,6937 hours,947,15,71,156,9,16.2
195,Grand Theft Auto: San Andreas,11,2016,110878,8954 hours,11704,34,1830,154,12,12.38
196,RPG Maker,11,2016,110345,1131 hours,7584,9,168,153,1,97.56
197,TERA,11,2016,110217,15901 hours,1269,59,1460,153,22,6.93
198,Destiny Child,11,2016,109783,2089 hours,2457,11,142,152,2,52.55
199,60 Seconds!,11,2016,109473,503 hours,5297,5,193,152,0,217.64
200,American Truck Simulator,11,2016,108717,7494 hours,2707,30,1256,151,10,14.51
1,League of Legends,12,2016,81349398,1241696 hours,323032,2562,36118,109487,1671,65.51
2,Hearthstone,12,2016,50374964,207578 hours,226842,691,11857,67799,279,242.68
3,Dota 2,12,2016,44984545,302113 hours,431587,816,8792,60544,406,148.9
4,Counter-Strike: Global Offensive,12,2016,30576246,594414 hours,240717,1731,27104,41152,800,51.44
5,Overwatch,12,2016,22178852,857811 hours,90315,2288,35354,29850,1154,25.86
6,Z1: Battle Royale,12,2016,15992121,370148 hours,84161,882,10169,21523,498,43.2
7,World of Warcraft,12,2016,12099784,455806 hours,52035,1678,14620,16285,613,26.55
8,Talk Shows & Podcasts,12,2016,8466074,75155 hours,242891,271,4732,11394,101,112.65
9,Minecraft,12,2016,8004324,323333 hours,72870,944,14232,10772,435,24.76
10,FIFA 17,12,2016,7866974,167248 hours,62984,591,7465,10588,225,47.04
11,Destiny,12,2016,6434867,1481157 hours,28192,4151,28010,8660,1993,4.34
12,RuneScape,12,2016,5800694,79054 hours,70300,215,2327,7807,106,73.38
13,Dead by Daylight,12,2016,5479016,138826 hours,25607,445,3384,7374,186,39.47
14,Path of Exile,12,2016,5400738,116640 hours,24787,764,2616,7268,156,46.3
15,Final Fantasy XV,12,2016,5346058,552689 hours,49761,2781,31893,7195,743,9.67
16,Creative,12,2016,5277420,190196 hours,36900,466,7298,7102,255,27.75
17,World of Tanks,12,2016,5132198,134055 hours,58323,379,3798,6907,180,38.28
18,Arma 3,12,2016,4568837,97003 hours,32481,318,2754,6149,130,47.1
19,Heroes of the Storm,12,2016,4437304,110852 hours,22624,253,3609,5972,149,40.03
20,StarCraft II,12,2016,4289359,52934 hours,23512,132,1694,5773,71,81.03
21,Friday the 13th: The Game,12,2016,4269539,20141 hours,111155,308,0,5746,27,211.98
22,Pok<U+00E9>mon Sun/Moon,12,2016,4194739,47247 hours,24349,137,1293,5645,63,88.78
23,Tom Clancy's Rainbow Six Siege,12,2016,3507819,291276 hours,24180,787,12847,4721,392,12.04
24,Poker,12,2016,3364375,35607 hours,18348,128,828,4528,47,94.49
25,Street Fighter V,12,2016,3104248,34130 hours,117299,229,1117,4177,45,90.95
26,Grand Theft Auto V,12,2016,2939916,362906 hours,31606,1134,13275,3956,488,8.1
27,NBA 2K17,12,2016,2762696,198380 hours,28044,1322,7866,3718,266,13.93
28,Tom Clancy's The Division,12,2016,2510625,201034 hours,9068,536,7311,3379,270,12.49
29,Call of Duty: Infinite Warfare,12,2016,2506904,90502 hours,35105,262,9062,3374,121,27.7
30,Battlefield 1,12,2016,2506014,266790 hours,17016,767,15230,3372,359,9.39
31,IRL,12,2016,2376035,22508 hours,38017,195,0,3197,30,105.56
32,Rocket League,12,2016,2275921,135824 hours,60401,388,8345,3063,182,16.76
33,SMITE,12,2016,2271651,110390 hours,14706,282,4182,3057,148,20.58
34,Call of Duty: Modern Warfare Remastered,12,2016,2080105,71789 hours,12767,201,6994,2799,96,28.98
35,Let It Die,12,2016,1899397,64714 hours,32975,240,2199,2556,87,29.35
36,Clash Royale,12,2016,1793858,28640 hours,16028,86,1390,2414,38,62.63
37,The Last Guardian,12,2016,1791220,15077 hours,55149,132,112,2410,20,118.8
38,DayZ,12,2016,1691717,52855 hours,24298,185,1416,2276,71,32.01
39,ARK: Survival Evolved,12,2016,1517863,181968 hours,6244,539,1451,2042,244,8.34
40,The Binding of Isaac: Afterbirth,12,2016,1497835,20889 hours,12827,61,819,2015,28,71.7
41,Magic: The Gathering,12,2016,1474531,12520 hours,16116,43,323,1984,16,117.77
42,Dark Souls III,12,2016,1460530,73218 hours,19520,184,3195,1965,98,19.95
43,Black Desert Online,12,2016,1382820,58607 hours,11239,185,1187,1861,78,23.59
44,ASTRONEER,12,2016,1359427,26831 hours,64365,143,0,1829,36,50.67
45,The Elder Scrolls V: Skyrim,12,2016,1300775,98724 hours,12263,289,4992,1750,132,13.18
46,Paragon,12,2016,1290090,107983 hours,33162,440,3492,1736,145,11.95
47,Super Mario Maker,12,2016,1263756,14160 hours,9456,42,410,1700,19,89.25
48,Yakuza 6: The Song of Life,12,2016,1229985,7880 hours,22909,82,43,1655,10,156.09
49,Rust,12,2016,1170510,58169 hours,11277,171,1782,1575,78,20.12
50,Bloodborne,12,2016,1126020,38491 hours,15249,120,1431,1515,51,29.25
51,Super Smash Bros. for Wii U,12,2016,1097218,14426 hours,27536,58,581,1476,19,76.06
52,Warcraft III,12,2016,1085827,19475 hours,21581,49,408,1461,26,55.75
53,Dead Rising 4,12,2016,1057028,24081 hours,32348,202,53,1422,32,43.89
54,Super Smash Bros. Melee,12,2016,1031020,11151 hours,49923,48,577,1387,15,92.46
55,Dungeons & Dragons,12,2016,1029024,11061 hours,32015,75,527,1384,14,93.03
56,Madden NFL 17,12,2016,1009549,186910 hours,12024,688,9532,1358,251,5.4
57,The Legend of Zelda: Ocarina of Time,12,2016,1005331,9760 hours,9780,55,298,1353,13,103.01
58,Music,12,2016,993775,20256 hours,6530,58,1048,1337,27,49.06
59,Halo 5: Guardians,12,2016,963772,56677 hours,36940,185,1941,1297,76,17
60,Planet Coaster,12,2016,932991,24326 hours,25412,94,1520,1255,32,38.35
61,Subnautica,12,2016,925669,10749 hours,24344,60,261,1245,14,86.12
62,Warframe,12,2016,917363,78213 hours,22910,239,2459,1234,105,11.73
63,Watch Dogs 2,12,2016,867264,29215 hours,15032,157,4035,1167,39,29.69
64,Lineage II: The Chaotic Throne - The 1st Throne: The Kamael,12,2016,833723,24815 hours,11533,85,439,1122,33,33.6
65,ArcheAge,12,2016,832171,25083 hours,10407,141,312,1120,33,33.18
66,RimWorld,12,2016,789596,15643 hours,14881,62,303,1062,21,50.48
67,Infestation: The New Z,12,2016,768031,41924 hours,33261,121,1221,1033,56,18.32
68,Dark Souls,12,2016,767297,22574 hours,19373,70,805,1032,30,33.99
69,Tibia,12,2016,750316,21674 hours,3543,63,565,1009,29,34.62
70,Call of Duty: Black Ops III,12,2016,714889,213558 hours,5513,641,10631,962,287,3.35
